text,book,chapter,chapter_title,paragraph,characters
"'Well, yes. I did. I mean... it was tiny! And if she could magic away a boy and a whole horse, why didn't she magic away the men who came for her? It didn't make any sense!'",13_The Wee Free Men,1,Chapter 2Miss Tick,170,[]
"'Then the Baron said no one was to have anything to do with her,' said Tiffany. 'He said any witches found in the country would be tied up and thrown in the pond. Er, you could be in danger,' she added, uncertainly.",13_The Wee Free Men,1,Chapter 2Miss Tick,172,['Tiffany']
"'I can untie knots with my teeth and I have a Gold Swimming Certificate from the Quirm College for Young Ladies,' said Miss Tick. 'All that practice at jumping into the swimming pool with my clothes on was time well spent.' She leaned forward. 'Let me guess what happened to Mrs Snapperly,' she said. 'She lived from the summer until the snow, right? She stole food from barns and probably women gave her food at the back door if the men weren't around? I expect the bigger boys threw things at her if they saw her.'",13_The Wee Free Men,1,Chapter 2Miss Tick,173,"['Tick', 'Mrs Snapperly']"
"'I think she was just a sick old lady who was no use to anyone and smelled a bit and looked odd because she had no teeth,' said Tiffany. 'She just looked like a witch in a story. Anyone with half a mind could see that.'",13_The Wee Free Men,1,Chapter 2Miss Tick,176,['Tiffany']
"'Good answer. You might make a decent witch one day,' she said. 'But I don't teach people to be witches. I teach people about witches. Witches learn in a special school. I just show them the way, if they're any good. All witches have special interests, and I like children.'",13_The Wee Free Men,1,Chapter 2Miss Tick,182,[]
"'Well, witches don't have to be nice,' said Miss Tick, pulling a large black bag from under the table. 'I'm glad to see you pay attention.'",13_The Wee Free Men,1,Chapter 2Miss Tick,187,['Tick']
"'Why should it? A unicorn is nothing more than a big horse that comes to a point, anyway. Nothing to get so excited about,' said Miss Tick. 'And that will be one egg, please.'",13_The Wee Free Men,1,Chapter 2Miss Tick,197,['Tick']
"'Thank you. Ready? To find the school for witches, go to a high place near here, climb to the top, open your eyes...' Miss Tick hesitated.",13_The Wee Free Men,1,Chapter 2Miss Tick,201,['Tick']
Silence suddenly filled the tent. The sound of bad spelling and erratic geography filtered through from outside as Tiffany and Miss Tick stared into one another's eyes.,13_The Wee Free Men,1,Chapter 2Miss Tick,210,['Tick']
"'I see,' said Miss Tick, looking away. 'Very well. In that case, please tell me... when you stopped outside my tent just now you said ""Aha"" in what I considered to be a smug tone of voice. Were you thinking, This is a strange little black tent with a mysterious little sign on the door, so going inside could be the start of an adventure, or were you thinking, This could be the tent of some wicked witch like they thought Mrs Snapperly was, who'll put some horrible spell on me as soon as I go in? It's all right, you can stop staring now. Your eyes are watering.'",13_The Wee Free Men,1,Chapter 2Miss Tick,215,"['Tick', 'Mrs Snapperly']"
"'Good answer. Witches are naturally nosy,' said Miss Tick, standing up. 'Well, I must go. I hope we shall meet again. I will give you some free advice, though.'",13_The Wee Free Men,1,Chapter 2Miss Tick,219,['Tick']
'... you'll still get beaten by people who spent their time working hard and learning things and weren't so lazy. Goodbye.',13_The Wee Free Men,1,Chapter 2Miss Tick,231,[]
The tent seemed to grow darker. It was time to leave. Tiffany found herself back in the square where the other teachers were taking down their stalls.,13_The Wee Free Men,1,Chapter 2Miss Tick,232,[]
"She didn't look round. She knew enough not to look around. Either the tent would still be there, which would be a disappointment, or it would have mysteriously disappeared, and that would be worrying.",13_The Wee Free Men,1,Chapter 2Miss Tick,233,[]
"She headed home, and wondered if she should have mentioned the little red-haired men. She hadn't for a whole lot of reasons. She wasn't sure, now, that she'd really seen them; she had a feeling that they wouldn't have wanted her to; and it was nice to have something Miss Tick didn't know. Yes. That was the best part. Miss Tick was a bit too clever, in Tiffany's opinion.",13_The Wee Free Men,1,Chapter 2Miss Tick,234,['Tick']
"On the way home she climbed to the top of Arken Hill, which was just outside the village. It wasn't very big, not even as high as the downs above the farm and certainly nothing like as high as the mountains.",13_The Wee Free Men,1,Chapter 2Miss Tick,235,['Arken Hill']
"The hill was more... homely. There was a flat place at the top where nothing ever grew, and Tiffany knew there was a story that a hero had once fought a dragon up there and its blood had burned the ground where it fell. There was another story that said there was a heap of treasure under the hill, defended by the dragon, and another story that said a king was buried there in armour of solid gold. There were lots of stories about the hill; it was surprising it hadn't sunk under the weight of them.",13_The Wee Free Men,1,Chapter 2Miss Tick,236,[]
"She could see the village and the river and Home Farm, and the Baron's castle and, beyond the fields she knew, she could see grey woods and heathlands.",13_The Wee Free Men,1,Chapter 2Miss Tick,238,['Baron']
"Miss Tick removed her hat, reached inside and pulled a piece of string. With little clicks and flapping noises the hat took up the shape of a rather elderly straw hat. She picked up the paper flowers from the ground and stuck them on, carefully.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,0,['Tick']
"'Right. Just like you. She's impressed you, right? I know she did because you were quite nasty to her, and you always do that to people who impress you.'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,6,[]
"'Well, now, let me see...' said the toad sarcastically. 'Better skin, better legs, likelihood of being kissed by a princess one hundred per cent improved... why, yes. Whenever you're ready, madam.'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,8,[]
"'So did I,' said Miss Tick, briskly. 'She hears about an old lady dying because these idiots thought she was a witch, and she decides to become a witch so that they don't try that again. A monster roars up out of her river and she bashes it with a frying pan! Have you ever heard the saying ""The land finds its witch""? It's happened here, I'll bet. But a chalk witch? Witches like granite and basalt, hard rock all the way down! Do you know what chalk is?'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,11,['Tick']
"'It's the shells of billions and billions of tiny, helpless little sea creatures that died millions of years ago,' said Miss Tick. 'It's... tiny, tiny bones. Soft. Soggy. Damp. Even limestone is better than that. But... she's grown up on chalk and she is hard, and sharp, too. She's a born witch. On chalk! Which is impossible!'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,13,['Tick']
"'Maybe, but she needs more than that. Jenny isn't clever,' said Miss Tick. 'She's only a Grade One Prohibitory Monster. And she was probably bewildered to find herself in a stream, when her natural home is in stagnant water. There'll be much, much worse than her.'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,15,"['Jenny', 'Tick']"
"'I am a teacher as well as a witch,' said Miss Tick, adjusting her hat carefully. 'Therefore I make lists. I make assessments. I write things down in a neat, firm hand with pens of two colours. Jenny is one of a number of creatures invented by adults to scare children away from dangerous places.' She sighed. 'If only people would think before they make up monsters.'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,17,"['Tick', 'Jenny']"
"'I've got practically no power here,' said Miss Tick. 'I told you. It's the chalk. And remember the redheaded men. A Nac Mac Feegle spoke to her! Warned her! I've never seen one in my life! If she's got them on her side, who knows what she can do?'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,19,['Tick']
"She picked up the toad. 'D'you know what'll be turning up?' she continued. 'All the things they locked away in those old stories. All those reasons why you shouldn't stray off the path, or open the forbidden door, or say the wrong word, or spill the salt. All the stories that gave children nightmares. All the monsters from under the biggest bed in the world. Somewhere, all stories are real and all dreams come true. And they'll come true here if they're not stopped. If it wasn't for the Nac Mac Feegle I'd be really worried. As it is, I'm going to try and get some help. That's going to take me at least two days without a broomstick!'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,20,[]
"Tiffany shared a bedroom with Fastidia and Hannah. She woke up when she heard them come to bed, and lay in the dark until she heard their breathing settle down and they started to dream of young sheep shearers with their shirts off.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,24,"['Fastidia', 'Hannah']"
"Thunder and Lightning. She knew them as dogs before she knew them as the sound and light of a storm. Granny always had her sheepdogs with her, indoors and out. One moment they would be black and white streaks across the distant turf and then they were suddenly there, panting, eyes never leaving Granny's face. Half the dogs on the hills were Lightning's puppies, trained by Granny Aching.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,26,"['Granny', 'Granny', 'Granny Aching']"
"Tiffany had gone with the family to the big Sheepdog Trials. Every shepherd on the Chalk went to them, and the very best entered the arena to show how well they could work their dogs. The dogs would round up sheep, separate them, drive them into the pensor sometimes run off, or snap at one another, because even the best dog can have a bad day. But Granny never entered with Thunder and Lightning. She'd lean on the fence with the dogs lying in front of her, watching the show intently and puffing her foul pipe. And Tiffany's father had said that, after each shepherd had worked his dogs, the judges would look nervously across at Granny Aching to see what she thought.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,27,"['Granny', 'Granny Aching']"
"In fact all the shepherds watched her. Granny never, ever entered the arena because she was the Trials. If Granny thought you were a good shepherdif she nodded at you when you walked out of the arena, if she puffed at her pipe and said 'that'll do'you walked like a giant for a day, you owned the Chalk...",13_The Wee Free Men,2,Chapter 3Hunt The Hag,28,"['Granny', 'Granny']"
"When she was small and up on the wold with Granny, Thunder and Lightning would baby-sit Tiffany, lying attentively a few feet away as she played. And she'd been so proud when Granny had let her use them to round up a flock. She'd run about excitedly in all directions shouting 'Come by!' and 'There!' and 'Walk up!' and, glory be, the dogs had worked perfectly.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,29,"['Granny', 'Granny']"
"She knew now that they'd have worked perfectly whatever she'd shouted. Granny was just sitting there, smoking her pipe, and by now the dogs could read her mind. They only ever took orders from Granny Aching...",13_The Wee Free Men,2,Chapter 3Hunt The Hag,30,"['Granny', 'Granny Aching']"
"At some point Ratbag the cat pushed open the door and jumped onto the bed. He was big to start with, but Ratbag flowed. He was so fat that, on any reasonably flat surface, he gradually spread out in a great puddle of fur. He hated Tiffany, but would never let personal feelings get in the way of a warm place to sleep.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,32,"['Ratbag', 'Ratbag']"
"'Crivens! It's a' vena well sayin' ""find the hag"", but what should we be lookin' for, can ye tell me that? All these big jobs look just the same tae me!'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,35,['Crivens']
"There was silence, embroidered with the breathing of her sisters. But in a way Tiffany couldn't quite describe, it was the silence of people trying hard not to make any noise.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,41,[]
"She knew every inch of the country for two miles around. She liked the river best, with the backwaters where striped pike sunbathed just above the weeds and the banks where kingfishers nested. There was a heronry a mile or so upriver and she liked to creep up on the birds when they came down here to fish in the reeds, because there's nothing funnier than a heron trying to get airborne in a hurry...",13_The Wee Free Men,2,Chapter 3Hunt The Hag,46,[]
"She drifted off to sleep again, thinking about the land around the farm. She knew all of it. There were no secret places that she didn't know about.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,47,[]
"But maybe there were magical doors. That's what she'd make, if she had a magical school. There should be secret doorways everywhere, even hundreds of miles away. Look at a special rock by, say, moonlight, and there would be yet another door.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,48,[]
"But the school, now, the school. There would be lessons in broomstick riding and how to sharpen your hat to a point, and magical meals, and lots of new friends.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,49,[]
Tiffany opened her eyes in the darkness. The voices under the bed had a slightly echoey edge. Thank goodness the guzunder was nice and clean.,13_The Wee Free Men,2,Chapter 3Hunt The Hag,52,[]
"It was quite a large one, made by Mr Block the farm carpenter when Tiffany's oldest sister, who already had two babies of her own now, was a little girl. It wasn't the most fragile of items. Mr Block did not go in for delicate work. But over the years the girls had decorated it with bits of material and some rough and ready furniture.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,57,"['Mr Block', 'Block']"
"Strictly speaking, they had no place in the doll's house, but Wentworth wasn't old enough for them and so they'd got used as innocent bystanders back in those days when Tiffany had made tea parties for her dolls. Well, what passed for dolls. Such toys as there were in the farmhouse had to be tough to survive intact through the generations and didn't always manage it. Last time Tiffany had tried to arrange a party, the guests had been a rag doll with no head, two wooden soldiers and three-quarters of a small teddy bear.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,65,['Wentworth']
"'I got one! Hey, pal, can yer mammie sew? Stitch this! Aargh! He's got a held on him like a tree!'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,67,['Aargh']
"It seemed to Tiffany that although the owners of the three voices were fighting things that couldn't possibly fight back, including a teddy bear with only one leg, the fight still wasn't going all one way.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,70,[]
"Tiffany felt Ratbag stir. He might be fat and lazy, but he was lightning fast when it came to leaping on small creatures. She couldn't let him get the... whatever they were, however bad they sounded.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,74,['Ratbag']
"Silence fell again and this time, Tiffany decided after a while, it was the silence of no one there rather than the silence of people being incredibly quiet. Ratbag went back to sleep, twitching occasionally as he disembowelled something in his fat cat dreams.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,77,['Ratbag']
"Tiffany waited a little while and then got out of bed and crept towards the bedroom door, avoiding the two squeaky floorboards. She went downstairs in the dark, found a chair by moonlight, fished the book of Faerie Tales off Granny's shelf, then lifted the latch on the back door and stepped out into the warm midsummer night.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,78,['Granny']
"There was a lot of mist around, but a few stars were visible overhead and there was a gibbous moon in the sky. Tiffany knew it was gibbous because she'd read in the Almanack that 'gibbous' meant what the moon looked like when it was just a bit fatter than half full, and so she made a point of paying attention to it around those times just so that she could say to herself: 'Ah, I see the moon's very gibbous tonight...'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,79,[]
Against the rising moon the downs were a black wall that filled half the sky. For a moment she looked for the light of Granny Aching's lantern...,13_The Wee Free Men,2,Chapter 3Hunt The Hag,81,"[""Granny Aching's""]"
"Granny never lost a lamb. That was one of Tiffany's first memories: of being held by her mother at the window one frosty night in early spring, with a million brilliant stars glinting over the mountains and, on the darkness of the downs, the one yellow star in the constellation of Granny Aching, zigzagging through the night. She wouldn't go to bed while a lamb was lost, however bad the weather...",13_The Wee Free Men,2,Chapter 3Hunt The Hag,82,"['Granny', 'Granny Aching']"
"There was only one place where it was possible for someone in a large family to be private, and that was in the privy. It was a three-holer, and it was where everyone went if they wanted to be alone for a while. There was a candle in there, and last year's Almanack hanging on a string. The printers knew their readership, and printed the Almanack on soft thin paper.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,83,[]
"Tiffany lit the candle, made herself comfortable, and looked at the book of Faerie Tales. The moon gibbous'd at her through the crescent-shaped hole cut in the door.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,84,[]
"She'd never really liked the book. It seemed to her that it tried to tell her what to do and what to think. Don't stray from the path, don't open that door, but hate the wicked witch because she is wicked. Oh, and believe that shoe size is a good way of choosing a wife.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,85,[]
"A lot of the stories were highly suspicious, in her opinion. There was the one that ended when the two good children pushed the wicked witch into her own oven. Tiffany had worried about that after all that trouble with Mrs Snapperly. Stories like this stopped people thinking properly, she was sure. She'd read that one and thought, Excuse me? No one has an oven big enough to get a whole person in, and what made the children think they could just walk around eating people's houses in any case? And why does some boy too stupid to know a cow is worth a lot more than five beans have the right to murder a giant and steal all his gold? Not to mention commit an act of ecological vandalism? And some girl who can't tell the difference between a wolf and her grandmother must either have been as dense as teak or come from an extremely ugly family. The stories weren't real. But Mrs Snapperly had died because of stories.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,86,"['Mrs Snapperly', 'Mrs Snapperly']"
"She flicked past page after page, looking for the right pictures. Because, although the stories made her angry, the pictures, ah, the pictures were the most beautiful things she'd ever seen.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,87,[]
"Most of the pictures of fairies were not very impressive. Frankly, they looked like a small girls' ballet class that'd just had to run through a bramble patch. But this one... was different. The colours were strange, and there were no shadows. Giant grasses and daisies grew everywhere, so the fairies must have been quite small, but they looked big. They looked like rather strange humans. They certainly didn't look much like fairies. Hardly any of them had wings. They were odd shapes, in fact. In fact, some of them looked like monsters. The girls in the tutus wouldn't have stood much chance.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,89,[]
"And the odd thing was that, alone of all the pictures in the book, this one looked as if it had been done by an artist who had painted what was in front of him. The other pictures, the ballet girls and the romper-suit babies, had a made-up, syrupy look. This one didn't. This one said that the artist had been there...",13_The Wee Free Men,2,Chapter 3Hunt The Hag,90,[]
"She concentrated on the bottom left-hand corner, and there it was. She'd seen it before, but you had to know where to look. It was definitely a little red-haired man, naked except for a kilt and a skinny waistcoat, scowling out of the picture. He looked very angry. And... Tiffany moved the candle to see more clearly... he was definitely making a gesture with his hand.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,92,[]
"She heard voices. She pushed the door open with her foot to hear them better, because a witch always listens to other people's conversations.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,94,[]
"The sound was coming from the other side of the hedge, where there was a field that should have been full of nothing but sheep, waiting to go to market. Sheep are not known for their conversation. She snuck out carefully in the misty dawn and found a small gap that had been made by rabbits, which just gave her a good enough view.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,95,[]
"There was a ram grazing near the hedge and the conversation was coming from it or, rather, somewhere in the long grass underneath it. There seemed to be at least four speakers, who sounded bad-tempered.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,96,[]
"The sheep rose a little in the air, and bleated in alarm as it started to go across the field backwards. Tiffany thought she saw a hint of red hair in the grass around its legs, but that vanished as the ram was carried away into the mist.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,102,[]
"She pushed her way through the hedge, ignoring the twigs that scratched at her. Granny Aching wouldn't have let anyone get away with stealing a sheep, even if they were invisible.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,103,['Granny Aching']
The disappearing-backwards sheep could wait. Now the hens needed her. A fox had got in twice in the last two weeks and the hens that hadn't been taken were barely laying.,13_The Wee Free Men,2,Chapter 3Hunt The Hag,105,[]
"There were no flying feathers, and nothing like the panic a fox would cause. But the chickens were clucking excitedly and Prunes, the cockerel, was strutting nervously up and down. One of the hens looked a bit embarrassed. Tiffany lifted it up quickly. There were two tiny blue, red-haired men underneath. They were each holding an egg, clasped in their arms. They looked up with very guilty expressions.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,107,[]
"'Whut? Oh, these? These are eiggs, are they?' said the one who'd spoken first, looking at the eggs as if he'd never seen them before. 'There's a thing. And there was us thinking they was, er, stones.'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,113,[]
"'We crawled under yon chookie for a wee bitty warmth,' said the first one. 'And there was all these things, we thought they was stones, which was why the puir fowl was clucking all the time...'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,115,[]
"The one who hadn't been doing much talking nudged the other one. 'Best do as she says,' it said. 'It's a' gang agley. Ye canna cross an Aching an' this one's a hag. She dinged Jenny an' no one ha' ever done that afore.'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,119,"['Ye canna', 'Jenny']"
Both of the tiny men put the eggs back very carefully. One of them even breathed on the shell of his and made a show of polishing it with the ragged hem of his kilt.,13_The Wee Free Men,2,Chapter 3Hunt The Hag,121,[]
"'No harm done, mistress,' he said. He looked at the other man. And then they vanished. But there was a suspicion of a red blur in the air and some straw by the henhouse door flew up in the air.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,122,[]
"'And I'm a miss!' shouted Tiffany. She lowered the hen back onto the eggs, and went to the door. 'And I'mnot a hag! Are you fairies of some sort? And what about our shipI mean, sheep?' she added.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,123,['Tiffany']
"She rescued the Faerie Tales, blew out the candle and made her way into the house. Her mother was lighting the fire and asked what she was doing up, and she said that she'd heard a commotion in the henhouse and had gone out to see if it was the fox again. That wasn't a lie. In fact, it was completely true, even if it wasn't exactly accurate.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,125,[]
"Tiffany was on the whole quite a truthful person, but it seemed to her that there were times when things didn't divide easily into 'true' and 'false', but instead could be 'things that people needed to know at the moment' and 'things that they didn't need to know at the moment'.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,126,[]
"There was porridge for breakfast. She ate it hurriedly, meaning to get back out into the paddock and see about that sheep. There might be tracks in the grass, or something...",13_The Wee Free Men,2,Chapter 3Hunt The Hag,128,[]
"Ratbag had been asleep in front of the oven. Now he was sitting up, alert. Tiffany felt a prickling on the back of her neck, and tried to see what the cat was looking at.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,130,['Ratbag']
"On the dresser was a row of blue and white jars which weren't very useful for anything. They'd been left to her mother by an elderly aunt, and she was proud of them because they looked nice but were completely useless. There was little room on the farm for useless things that looked nice, so they were treasured.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,131,[]
"Ratbag was watching the lid of one of them. It was rising very slowly, and under it was a hint of red hair and two beady, staring eyes.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,132,['Ratbag']
"It lowered again when Tiffany gave it a long stare. A moment later she heard a faint rattle and, when she looked up, the pot was wobbling back and forth and there was a little cloud of dust rising along the top of the dresser. Ratbag was looking around in bewilderment.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,133,"['Tiffany', 'Ratbag']"
"She ran out into the paddock and looked around. The mist was off the grass now, and skylarks were rising on the downs.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,135,[]
"It was something Granny Aching had said once, when Tiffany had been crying about a lamb. She had an old-fashioned way of speaking, and had said: 'We are as gods to the beasts o' the field, my jiggit. We order the time o' their birth and the time o' their death. Between times, we ha' a duty.'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,143,['Granny Aching']
"'We have a duty,' Tiffany repeated, more softly. She glared around the field. 'I know you can hear me, whoever you are. If that sheep doesn't come back, there will be... trouble...'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,144,[]
"Tiffany had to do the chores before she had any more time to herself. That meant feeding the chickens and collecting the eggs, and feeling slightly proud of the fact that there were two more than there might otherwise have been. It meant fetching six buckets of water from the well and filling the log basket by the stove, but she put those jobs off because she didn't like doing them much. She did quite like churning butter, though. It gave her time to think.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,146,[]
"When I'm a witch with a pointy hat and a broomstick, she thought as she pumped the handle, I'll wave my hand and the butter will come just like that. And any little red-headed devils that even think about taking our beasts will be",13_The Wee Free Men,2,Chapter 3Hunt The Hag,147,[]
"She went back to the churning as if nothing had happened but stopped after a while and went over to the flour bin. She took a small handful of flour and dusted it over the doorstep, and then went back to the churning.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,150,[]
"A few minutes later there was another watery sound behind her. When she turned round there was, yes, another full bucket. And in the flour on the stone doorstep were just two lines of little footprints, one leading out of the dairy and one coming back.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,151,[]
"She looked up at the big wooden beams that ran across the room, and a little dust fell down, as if something had quickly moved out of the way.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,154,[]
"I think I ought to put a stop to this right now, she thought. On the other hand, there's no harm in waiting until all the buckets are filled up.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,155,[]
"'And then I'll have to fill the log box in the scullery,' she said aloud. Well, it was worth a try.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,156,[]
"She went back to the churning, and didn't bother to turn her head when she heard four more sloshes behind her. Nor did she look round when she heard little whooshwhoosh noises and the clatter of logs in the box. She only turned to see when the noise stopped.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,157,[]
"The log box was full up to the ceiling, and all the buckets were full. The patch of flour was a mass of footprints.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,158,[]
"'Er... thank you,' she said. No, that wasn't right. She sounded nervous. She let go of the butter paddle and stood up, trying to look as fierce as possible.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,160,[]
There was a bleating from the paddock. She ran out to the bottom of the garden and looked through the hedge.,13_The Wee Free Men,2,Chapter 3Hunt The Hag,162,[]
"The sheep was coming back, backwards and at high speed. It jerked to a halt a little way from the hedge and dropped down as the little men let it go. One of the red-headed men appeared for a moment on its head. He huffed on a horn, polished it with his kilt, and vanished in a blur.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,163,[]
"Oh, and when she got back the butter had been churned. Not just churned, in fact, but patted into a dozen fat golden oblongs on the marble she used when she did it. There was even a sprig of parsley on each one.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,165,[]
"Are they brownies? she wondered. According to the Faerie Tales, brownies hung around the house doing chores in exchange for a saucer of milk. But in the picture they'd been cheery little creatures with long pointy hoods. The red-haired men didn't look as if they'd ever drunk milk in their lives, but perhaps it was worth a try.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,166,[]
"'Well,' she said aloud, still aware of the hidden watchers. 'That'll do. Thank you. I'm glad you're sorry for what you did.'",13_The Wee Free Men,2,Chapter 3Hunt The Hag,167,[]
"She took one of the cat's saucers from the pile by the sink, washed it carefully, filled it with milk from today's churn, then put it down on the floor and stood back. 'Are you brownies?' she said.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,168,[]
"She lay down and looked under the sink, and then peered behind the cheese shelves. She stared up into the dark, spidery shadows of the room. It felt empty.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,172,[]
"Tiffany had walked along the steep track from the farm down into the village hundreds of times. It was less than half a mile long, and over the centuries the carts had worn it down so that it was more like a gully in the chalk and ran like a milky stream in wet weather.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,174,[]
"She was halfway down when the susurrus started. The hedges rustled without a wind. The skylarks stopped singing and, while she hadn't really noticed their song, their silence was a shock. Nothing's louder than the end of a song that's always been there.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,175,[]
"When she looked up at the sky it was like looking through a diamond. It sparkled, and the air went cold so quickly that it was like stepping into an icy bath.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,176,[]
"They were in the field beside her. A horse was galloping through the snow, behind the hedge that was now, suddenly, just a wall of white.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,178,[]
"The hoofbeats stopped. There was a moment of silence and then a horse landed in the lane, skidding on the snow. It pulled itself upright, and the rider turned it to face Tiffany.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,179,[]
"She had two legs, slipping on ice. A horse had twice as many legs to slip. She'd seen horses try to tackle this hill in icy weather. She had a chance.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,182,[]
"She heard a breathy, whistling noise behind her, and a whinny from the horse. She risked a glance. The horse was coming after her, but slowly, half walking and half sliding. Steam poured off it.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,183,[]
"About halfway down the slope the lane passed under an arch of trees, looking like crashed clouds now under their weight of snow. And beyond them, Tiffany knew, the lane flattened out. The headless man would catch her on the flat. She didn't know what would happen after that, but she was sure it would be unpleasantly short.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,184,[]
"Flakes of snow dropped on her as she passed under the trees, and she decided to make a run for it. She might reach the village. She was good at running.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,185,[]
"But if she got there, then what? She'd never reach a door in time. And people would shout, and run about. The dark horseman didn't look like someone who'd take much notice of that. No, she had to deal with it.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,186,[]
"Tiffany turned round. The horseman was trotting under the trees now, the horse more certain as the ground levelled. He had a sword in his hand, and he was looking at her, with the eyes he didn't have. There was the breathy noise again, not good to hear.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,196,[]
"The little men are watching me, she thought. I can't run. Granny Aching wouldn't have run from a thing with no head.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,197,['Granny Aching']
"A blue and red shape, larger than the other little men, dropped out of the trees. He landed on the horse's forehead, between its eyes, and grabbed an ear in both hands.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,200,[]
"Tiffany heard the man shout: 'Here's a face full o' dandruff for ye, yer bogle, courtesy of Big Yan!' and then the man hit the horse between the eyes with his head.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,201,[]
"This time the horse danced uneasily the other way, and then its back legs slid from under it and it collapsed in the snow.",13_The Wee Free Men,2,Chapter 3Hunt The Hag,204,[]
"Little blue men erupted from the hedge. The horseman, trying to get to his feet, disappeared under a blue and red storm of screaming creatures",13_The Wee Free Men,2,Chapter 3Hunt The Hag,205,[]
